Species,Authority,Family,Seed bank type,Number of records,Max longevity (y),Minimum density per sq m,Maximum density per sq m,Mean density per sq m,Depth (cm),Method,Source code
Taraxacum officinale,,COMPOSITAE,1,3,,0,0,0,3,5,59
Taraxacum officinale,,COMPOSITAE,1,1,,0,0,0,30,5,66
Taraxacum officinale,,COMPOSITAE,1,1,,0,0,0,6,5,67
Taraxacum officinale,,COMPOSITAE,1,1,,0,0,0,20,5,67
Taraxacum officinale,,COMPOSITAE,1,1,,0,0,0,6.5,5,68
Taraxacum officinale,,COMPOSITAE,1,1,,0,0,0,13,5,68
Taraxacum officinale,,COMPOSITAE,1,8,,0,0,0,5,5,69
Taraxacum officinale,,COMPOSITAE,1,1,,0,0,0,15,5,94
Taraxacum officinale,,COMPOSITAE,1,1,,0,0,0,1,5,96
Taraxacum officinale,,COMPOSITAE,1,8,,0,0,0,3,5,96
Taraxacum officinale,,COMPOSITAE,1,6,,0,0,0,20,5,97
Taraxacum officinale,,COMPOSITAE,1,9,,0,0,0,6,5,99
Taraxacum officinale,,COMPOSITAE,1,2,,0,0,0,10,5,110
Taraxacum officinale,,COMPOSITAE,1,1,,0,0,0,6.5,5,128
Taraxacum officinale,,COMPOSITAE,1,4,,0,0,0,10,5,149
Taraxacum officinale,,COMPOSITAE,1,2,,0,0,0,10,5,150
Taraxacum officinale,,COMPOSITAE,1,1,,0,0,0,6,5,151
Taraxacum officinale,,COMPOSITAE,1,1,,0,0,0,12,5,171
Taraxacum officinale,,COMPOSITAE,1,4,,0,0,0,12,5,174
Taraxacum officinale,,COMPOSITAE,1,2,,0,0,0,6,5,181
Taraxacum officinale,,COMPOSITAE,1,6,,0,0,0,3,5,208
Taraxacum officinale,,COMPOSITAE,1,3,,0,0,0,6,5,208
Taraxacum officinale,,COMPOSITAE,1,1,,0,0,0,5,5,244
Taraxacum officinale,,COMPOSITAE,1,2,,0,0,0,5,5,250
Taraxacum officinale,,COMPOSITAE,1,12,,0,0,0,10,5,255
Taraxacum officinale,,COMPOSITAE,1,1,,0,0,0,15,5,257
Taraxacum officinale,,COMPOSITAE,1,3,,0,130,74,2,7,99
Taraxacum officinale,,COMPOSITAE,1,1,,18,18,18,6.5,7,182
Taraxacum officinale,,COMPOSITAE,1,2,,0,7,3,3,7,235
Taraxacum officinale,,COMPOSITAE,1,6,,53,105,72,8,7,275
Taraxacum officinale,,COMPOSITAE,2,3,4,-,-,-,7,2,44
Taraxacum officinale,,COMPOSITAE,2,4,,8,22,14,25,4,36
Taraxacum officinale,,COMPOSITAE,2,1,,102,102,102,5,4,53
Taraxacum officinale,,COMPOSITAE,2,2,,350,23550,11950,20,5,4
Taraxacum officinale,,COMPOSITAE,2,2,,156,208,182,6,5,11
Taraxacum officinale,,COMPOSITAE,2,1,,6,6,6,16,5,23
Taraxacum officinale,,COMPOSITAE,2,1,,1248,1248,1248,10,5,27
Taraxacum officinale,,COMPOSITAE,2,5,,161,646,353,30,5,45
Taraxacum officinale,,COMPOSITAE,2,1,,49,49,49,15,5,62
Taraxacum officinale,,COMPOSITAE,2,1,,313,313,313,20,5,97
Taraxacum officinale,,COMPOSITAE,2,2,,364,416,390,6,5,99
Taraxacum officinale,,COMPOSITAE,2,1,,28,28,28,8,5,108
Taraxacum officinale,,COMPOSITAE,2,2,,47,104,76,2.5,5,114
Taraxacum officinale,,COMPOSITAE,2,1,,150,150,150,15,5,162
Taraxacum officinale,,COMPOSITAE,2,1,,275,275,275,10,5,162
Taraxacum officinale,,COMPOSITAE,2,2,,188,688,438,17,5,162
Taraxacum officinale,,COMPOSITAE,2,1,,700,700,700,6,5,162
Taraxacum officinale,,COMPOSITAE,2,1,,1311,1311,1311,12,5,162
Taraxacum officinale,,COMPOSITAE,2,1,,3,3,3,4,5,176
Taraxacum officinale,,COMPOSITAE,2,1,,44,44,44,30,5,219
Taraxacum officinale,,COMPOSITAE,2,1,,40,40,40,10,5,252
Taraxacum officinale,,COMPOSITAE,2,2,,50,50,50,10,5,255
Taraxacum officinale,,COMPOSITAE,2,1,,0,0,0,5,6,170
Taraxacum officinale,,COMPOSITAE,2,1,,107,107,107,2,7,99
Taraxacum officinale,,COMPOSITAE,2,1,,14,14,14,6.5,7,182
Taraxacum officinale,,COMPOSITAE,2,1,,179,179,179,8,7,275
Taraxacum officinale,,COMPOSITAE,3,3,>5,-,-,-,7.5,2,206
Taraxacum officinale,,COMPOSITAE,3,1,,260,260,260,40,5,11
Taraxacum officinale,,COMPOSITAE,3,1,,32,32,32,30,5,45
Taraxacum officinale,,COMPOSITAE,3,1,,800,800,800,50,5,66
Taraxacum officinale,,COMPOSITAE,3,1,>660,40,40,40,55,5,161
Taraxacum officinale,,COMPOSITAE,3,1,>660,75,75,75,50,5,161
Taraxacum officinale,,COMPOSITAE,3,1,>12,24,24,24,50,5,219
Taraxacum officinale,,COMPOSITAE,3,1,,10,10,10,5,5,234
Taraxacum officinale,,COMPOSITAE,4,4,,20,579,186,30,4,13
Taraxacum officinale,,COMPOSITAE,4,3,,10,26,17,25,4,36
Taraxacum officinale,,COMPOSITAE,4,1,,122,122,122,5,4,53
Taraxacum officinale,,COMPOSITAE,4,2,,67,280,174,7.5,5,10
Taraxacum officinale,,COMPOSITAE,4,1,,16,16,16,10,5,33
Taraxacum officinale,,COMPOSITAE,4,3,,5,30,22,15,5,62
Taraxacum officinale,,COMPOSITAE,4,4,,96,352,212,5,5,69
Taraxacum officinale,,COMPOSITAE,4,2,,130,130,130,15,5,94
Taraxacum officinale,,COMPOSITAE,4,4,,260,364,286,6,5,99
Taraxacum officinale,,COMPOSITAE,4,1,,28,28,28,20,5,111
Taraxacum officinale,,COMPOSITAE,4,3,,37,370,191,2.5,5,114
Taraxacum officinale,,COMPOSITAE,4,2,,80,80,80,6.5,5,128
Taraxacum officinale,,COMPOSITAE,4,4,,88,263,176,10,5,150
Taraxacum officinale,,COMPOSITAE,4,1,,57,57,57,6,5,151
Taraxacum officinale,,COMPOSITAE,4,1,,3372,3372,3372,17.8,5,155
Taraxacum officinale,,COMPOSITAE,4,1,,101,101,101,17.8,5,156
Taraxacum officinale,,COMPOSITAE,4,3,,9,34,17,12,5,174
Taraxacum officinale,,COMPOSITAE,4,2,,50,133,92,10,5,184
Taraxacum officinale,,COMPOSITAE,4,1,,88,88,88,5,5,244
Taraxacum officinale,,COMPOSITAE,4,2,,100,105,103,5,5,250
Taraxacum officinale,,COMPOSITAE,4,4,,50,75,60,10,5,255
Taraxacum officinale,,COMPOSITAE,4,1,,25,25,25,15,5,267
Taraxacum officinale,,COMPOSITAE,4,1,,213,213,213,2,7,99
Taraxacum officinale,,COMPOSITAE,4,1,,79,79,79,8,7,275
Tephroseris palustris,(L.) Fourr.,COMPOSITAE,2,1,,2,2,2,5,5,244
Tephroseris palustris,(L.) Fourr.,COMPOSITAE,4,2,,272,47200,23736,12,4,230
Tephroseris palustris,(L.) Fourr.,COMPOSITAE,4,1,,0,0,0,5,5,166
Tragopogon dubius,Scop.,COMPOSITAE,2,6,1,-,-,-,7,2,44
Tragopogon dubius,Scop.,COMPOSITAE,4,2,,40,93,67,30,4,13
Tragopogon pratensis,L.,COMPOSITAE,1,2,,0,0,0,10,5,150
Tragopogon pratensis,L.,COMPOSITAE,1,1,,0,0,0,10,5,252
Tragopogon pratensis,L.,COMPOSITAE,1,1,,0,0,0,6.5,7,182
Tragopogon pratensis,L.,COMPOSITAE,2,5,1,-,-,-,,1,275
Tragopogon pratensis,L.,COMPOSITAE,2,1,2,-,-,-,7.5,2,196
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,1,1,0,-,-,-,0,1,75
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,2,1,>2,-,-,-,5,1,75
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,2,1,4,-,-,-,13,1,133
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,2,1,4,-,-,-,26,1,133
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,2,1,4,-,-,-,39,1,133
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,2,1,>2,-,-,-,0,2,75
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,2,1,>2,-,-,-,5,2,75
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,2,1,2,-,-,-,30,3,14
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,2,1,>3,-,-,-,10,3,135
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,2,1,>3,-,-,-,25,3,135
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,2,7,,67,617,226,3,5,96
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,2,1,,38,38,38,67,5,162
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,2,1,,412,412,412,12,5,162
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,2,1,,1000,1000,1000,17,5,162
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,2,1,,18,18,18,3,7,235
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,3,1,>4,-,-,-,100,1,54
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,3,1,>6,-,-,-,20,1,61
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,3,1,5,-,-,-,8,1,61
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,3,1,5,-,-,-,30,1,61
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,3,1,>26,-,-,-,25,1,125
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,3,1,>20,-,-,-,26,1,133
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,3,1,>5,-,-,-,2.5,1,203
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,3,1,>5,-,-,-,7.5,1,203
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,3,1,>5,-,-,-,15,1,203
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,3,1,>5,-,-,-,7.5,2,193
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,3,1,>5,-,-,-,2.5,2,203
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,3,1,>5,-,-,-,7.5,2,203
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,3,1,>5,-,-,-,15,2,203
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,3,2,,108,2045,1077,30,5,29
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,3,1,,28,28,28,10,5,252
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,4,6,,6,114,52,15,4,30
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,4,2,,290,3938,2114,15,4,31
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,4,6,,1833,7667,3861,20,5,74
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,4,1,,100,100,100,1,5,96
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,4,1,,367,367,367,3,5,96
Tripleurospermum inodorum,(L.) Schultz-Bip.,COMPOSITAE,4,1,,1284,1284,1284,15,5,207
Tripleurospermum maritimum,(L.) Koch,COMPOSITAE,2,6,,50,1013,311,10,5,255
Tripleurospermum maritimum,(L.) Koch,COMPOSITAE,3,1,>11,-,-,-,25,3,209
Tripleurospermum maritimum,(L.) Koch,COMPOSITAE,4,1,,149,149,149,20,4,111
Tripleurospermum maritimum,(L.) Koch,COMPOSITAE,4,3,,550,800,638,10,5,255
Tussilago farfara,L.,COMPOSITAE,1,1,0,-,-,-,15,1,24
Tussilago farfara,L.,COMPOSITAE,1,1,,0,0,0,20,4,111
Tussilago farfara,L.,COMPOSITAE,1,1,,0,0,0,20,4,225
Tussilago farfara,L.,COMPOSITAE,1,4,,0,0,0,10,5,110
Tussilago farfara,L.,COMPOSITAE,1,1,,0,0,0,20,5,111
Tussilago farfara,L.,COMPOSITAE,1,2,,0,0,0,6.5,5,128
Tussilago farfara,L.,COMPOSITAE,1,5,,0,0,0,10,5,255
Tussilago farfara,L.,COMPOSITAE,1,1,,0,0,0,3,7,235
Tussilago farfara,L.,COMPOSITAE,1,1,,53,53,53,8,7,275
Tussilago farfara,L.,COMPOSITAE,2,1,,60,60,60,6.5,5,128
Calystegia sepium,(L.) R. Br.,CONVOLVULACEAE,1,2,,0,0,0,30,5,66
Calystegia sepium,(L.) R. Br.,CONVOLVULACEAE,1,1,,0,0,0,3,5,96
Calystegia sepium,(L.) R. Br.,CONVOLVULACEAE,1,4,,0,0,0,6.5,5,128
Calystegia sepium,(L.) R. Br.,CONVOLVULACEAE,1,1,,53,53,53,8,7,275
Calystegia sepium,(L.) R. Br.,CONVOLVULACEAE,2,1,,108,108,108,15,5,175
Calystegia sepium,(L.) R. Br.,CONVOLVULACEAE,3,1,>30,-,-,-,15,1,240
Calystegia sepium,(L.) R. Br.,CONVOLVULACEAE,3,1,>39,-,-,-,50,1,240
Calystegia sepium,(L.) R. Br.,CONVOLVULACEAE,3,1,>39,-,-,-,100,1,240
Calystegia sepium,(L.) R. Br.,CONVOLVULACEAE,3,2,,140,280,210,15,5,175
Calystegia silvatica,(Kit.) Griseb.,CONVOLVULACEAE,1,1,,0,0,0,3,7,235
Calystegia soldanella,(L.) R. Br.,CONVOLVULACEAE,1,1,,97,97,97,15,5,45
Convolvulus arvensis,L.,CONVOLVULACEAE,1,2,,0,0,0,10,4,22
Convolvulus arvensis,L.,CONVOLVULACEAE,1,6,,0,0,0,25,4,36
Convolvulus arvensis,L.,CONVOLVULACEAE,1,1,,0,0,0,20,4,225
Convolvulus arvensis,L.,CONVOLVULACEAE,1,1,,0,0,0,25,5,2
Convolvulus arvensis,L.,CONVOLVULACEAE,1,1,,32,32,32,30,5,29
Convolvulus arvensis,L.,CONVOLVULACEAE,1,1,,0,0,0,30,5,66
Convolvulus arvensis,L.,CONVOLVULACEAE,1,1,,0,0,0,50,5,66
Convolvulus arvensis,L.,CONVOLVULACEAE,1,2,,0,0,0,6,5,67
Convolvulus arvensis,L.,CONVOLVULACEAE,1,3,,0,0,0,3,5,96
Convolvulus arvensis,L.,CONVOLVULACEAE,1,1,,0,0,0,15,5,142
Convolvulus arvensis,L.,CONVOLVULACEAE,1,10,,0,0,0,10,5,255
Convolvulus arvensis,L.,CONVOLVULACEAE,2,1,,188,188,188,17,5,162
Convolvulus arvensis,L.,CONVOLVULACEAE,3,1,>4,-,-,-,15,1,34
Convolvulus arvensis,L.,CONVOLVULACEAE,3,1,>4,-,-,-,45,1,34
Convolvulus arvensis,L.,CONVOLVULACEAE,3,1,>26,-,-,-,30,1,35
Convolvulus arvensis,L.,CONVOLVULACEAE,3,1,>8,5,5,5,15,5,62
Convolvulus arvensis,L.,CONVOLVULACEAE,3,1,>22,0,0,0,,6,238
Convolvulus arvensis,L.,CONVOLVULACEAE,4,1,,714,714,714,8.5,4,254
Cornus sanguinea,L.,CORNACEAE,1,1,,0,0,0,6,5,181
Cornus sanguinea,L.,CORNACEAE,1,1,,0,0,0,10,5,181
Cornus sanguinea,L.,CORNACEAE,1,1,,0,0,0,10,5,255
Carpinus betulus,L.,CORYLACEAE,1,2,,0,0,0,6,5,49
Carpinus betulus,L.,CORYLACEAE,1,1,,0,0,0,10,5,255
Carpinus betulus,L.,CORYLACEAE,1,1,,0,0,0,15,5,257
Carpinus betulus,L.,CORYLACEAE,4,2,,2,37,20,4,5,176
Corylus avellana,L.,CORYLACEAE,1,2,,0,0,0,4,5,176
Corylus avellana,L.,CORYLACEAE,1,1,,0,0,0,10,5,255
Corylus avellana,L.,CORYLACEAE,1,5,,0,0,0,15,5,257
Crassula tillaea,Lester-Garl.,CRASSULACEAE,2,2,,1375,2475,1925,3,5,132
Crassula tillaea,Lester-Garl.,CRASSULACEAE,4,2,,2125,3313,2719,3,5,132
Sedum acre,L.,CRASSULACEAE,1,1,,0,0,0,1,5,57
Sedum acre,L.,CRASSULACEAE,4,1,,400,400,400,1,5,57
Sedum acre,L.,CRASSULACEAE,4,1,,4,4,4,3,7,235
Sedum album,L.,CRASSULACEAE,4,1,,150,150,150,1,5,96
Sedum alpestre,Vill.,CRASSULACEAE,4,1,,20,20,20,5,5,55
Sedum annuum,L.,CRASSULACEAE,4,2,,76,107,92,5,4,91
Sedum rupestre,L.,CRASSULACEAE,1,1,,0,0,0,30,5,66
Sedum telephium,L.,CRASSULACEAE,1,5,,0,0,0,10,5,255
Alliaria petiolata,(M. Bieb.) Cavara & Grande,CRUCIFERAE,1,3,,0,0,0,6,5,49
Alliaria petiolata,(M. Bieb.) Cavara & Grande,CRUCIFERAE,1,1,,0,0,0,10,5,126
Alliaria petiolata,(M. Bieb.) Cavara & Grande,CRUCIFERAE,2,1,4,-,-,-,7.5,2,192
Alliaria petiolata,(M. Bieb.) Cavara & Grande,CRUCIFERAE,3,2,>5,-,-,-,7.5,2,192
Arabidopsis thaliana,(L.) Heynh.,CRUCIFERAE,1,1,,0,0,0,1,5,96
Arabidopsis thaliana,(L.) Heynh.,CRUCIFERAE,1,1,,0,0,0,3,5,96
Arabidopsis thaliana,(L.) Heynh.,CRUCIFERAE,2,7,,6,70,32,25,4,36
Arabidopsis thaliana,(L.) Heynh.,CRUCIFERAE,2,1,,85,85,85,16,5,23
Arabidopsis thaliana,(L.) Heynh.,CRUCIFERAE,2,18,,38,16550,1814,10,5,255
Arabidopsis thaliana,(L.) Heynh.,CRUCIFERAE,2,1,,91,91,91,15,5,272
Arabidopsis thaliana,(L.) Heynh.,CRUCIFERAE,2,2,,5,92,48,3,7,235
Arabidopsis thaliana,(L.) Heynh.,CRUCIFERAE,3,3,>5,-,-,-,7.5,2,192
Arabidopsis thaliana,(L.) Heynh.,CRUCIFERAE,3,1,,240,240,240,6,5,48
Arabidopsis thaliana,(L.) Heynh.,CRUCIFERAE,3,1,>18,56,56,56,32,5,169
Arabidopsis thaliana,(L.) Heynh.,CRUCIFERAE,4,5,,20,120,73,30,4,13
Arabidopsis thaliana,(L.) Heynh.,CRUCIFERAE,4,1,,2483,2483,2483,25,5,2
Arabidopsis thaliana,(L.) Heynh.,CRUCIFERAE,4,5,,33,168,87,10,5,15
Arabidopsis thaliana,(L.) Heynh.,CRUCIFERAE,4,1,,449,449,449,20,5,111
Arabidopsis thaliana,(L.) Heynh.,CRUCIFERAE,4,3,,138,750,392,3,5,132
Arabidopsis thaliana,(L.) Heynh.,CRUCIFERAE,4,2,,538,5088,2813,10,5,255
Arabidopsis thaliana,(L.) Heynh.,CRUCIFERAE,4,3,,20,124,70,15,5,272
Arabis alpina,L.,CRUCIFERAE,1,1,,0,0,0,5,5,55
Arabis hirsuta,(L.) Scop.,CRUCIFERAE,1,1,,0,0,0,3,5,96
Arabis hirsuta,(L.) Scop.,CRUCIFERAE,1,2,,0,0,0,10,5,152
Arabis hirsuta,(L.) Scop.,CRUCIFERAE,2,1,,479,479,479,6,5,48
Arabis hirsuta,(L.) Scop.,CRUCIFERAE,2,1,,31,31,31,10,5,110
Arabis hirsuta,(L.) Scop.,CRUCIFERAE,2,9,,468,2808,1187,10,5,152
Arabis hirsuta,(L.) Scop.,CRUCIFERAE,2,2,,83,117,100,10,5,184
Arabis hirsuta,(L.) Scop.,CRUCIFERAE,4,1,,67,67,67,3,5,96
Arabis hirsuta,(L.) Scop.,CRUCIFERAE,4,3,,546,3120,1534,10,5,152
Barbarea vulgaris,R. Br.,CRUCIFERAE,2,1,>3,-,-,-,7,1,17
Barbarea vulgaris,R. Br.,CRUCIFERAE,2,2,,2,11,7,5,5,19
Barbarea vulgaris,R. Br.,CRUCIFERAE,3,1,>5,-,-,-,7.5,2,196
Berteroa incana,(L.) DC.,CRUCIFERAE,2,1,,460,460,460,8,7,275
Biscutella laevigata,L.,CRUCIFERAE,1,2,,0,0,0,5,4,91
Brassica juncea,(L.) Czernj.,CRUCIFERAE,2,7,1,-,-,-,7,2,44
Brassica juncea,(L.) Czernj.,CRUCIFERAE,2,1,2,-,-,-,7,2,44
Brassica juncea,(L.) Czernj.,CRUCIFERAE,2,1,4,-,-,-,7,2,44
Brassica napus,L.,CRUCIFERAE,3,1,16,-,-,-,25,1,125
Brassica nigra,(L.) Koch,CRUCIFERAE,2,1,,12,12,12,6,5,211
Brassica nigra,(L.) Koch,CRUCIFERAE,3,1,10,-,-,-,15,1,240
Brassica nigra,(L.) Koch,CRUCIFERAE,3,1,21,-,-,-,50,1,240
Brassica nigra,(L.) Koch,CRUCIFERAE,3,1,21,-,-,-,100,1,240
Brassica nigra,(L.) Koch,CRUCIFERAE,3,1,>5,-,-,-,7.5,2,196
Brassica nigra,(L.) Koch,CRUCIFERAE,3,1,50,-,-,-,,3,124
Brassica oleracea,L.,CRUCIFERAE,1,1,0,-,-,-,15,1,240
Brassica oleracea,L.,CRUCIFERAE,1,1,0,-,-,-,50,1,240
Brassica oleracea,L.,CRUCIFERAE,1,1,0,-,-,-,100,1,240
Brassica rapa,L.,CRUCIFERAE,1,1,0,-,-,-,15,1,240
Brassica rapa,L.,CRUCIFERAE,2,1,,101,101,101,17.8,5,155
Brassica rapa,L.,CRUCIFERAE,3,1,>4,-,-,-,8,1,60
Brassica rapa,L.,CRUCIFERAE,3,1,>4,-,-,-,20,1,60
Brassica rapa,L.,CRUCIFERAE,3,1,>4,-,-,-,30,1,60
Brassica rapa,L.,CRUCIFERAE,3,1,>6,-,-,-,20,1,61
Brassica rapa,L.,CRUCIFERAE,3,1,5,-,-,-,8,1,61
Brassica rapa,L.,CRUCIFERAE,3,1,5,-,-,-,30,1,61
Brassica rapa,L.,CRUCIFERAE,3,1,23,-,-,-,25,1,125
Brassica rapa,L.,CRUCIFERAE,3,1,10,-,-,-,100,1,240
Brassica rapa,L.,CRUCIFERAE,3,1,6,-,-,-,50,1,240
Brassica rapa,L.,CRUCIFERAE,3,1,>40,75,75,75,30,5,45
Brassica rapa,L.,CRUCIFERAE,3,1,>6,86,86,86,30,5,45
Brassica rapa,L.,CRUCIFERAE,3,1,>8,269,269,269,30,5,45
Brassica rapa,L.,CRUCIFERAE,3,1,>660,80,80,80,43,5,161
Brassica rapa,L.,CRUCIFERAE,4,1,,61,61,61,7.5,5,10
Camelina microcarpa,Andrz. ex DC.,CRUCIFERAE,2,3,1,-,-,-,7,2,44
Camelina sativa,(L.) Crantz,CRUCIFERAE,2,3,1,-,-,-,7,2,44
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,1,3,,0,0,0,25,4,36
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,1,2,,0,0,0,5,5,69
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,1,2,,0,0,0,3,5,132
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,1,1,,595,595,595,50,5,260
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,1,7,,53,79,65,8,7,275
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,>2,-,-,-,2,1,47
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,>2,-,-,-,15,1,47
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,>2,-,-,-,0,1,75
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,>2,-,-,-,5,1,75
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,>2,-,-,-,20,1,219
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,2,-,-,-,2.5,1,256
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,2,-,-,-,5,1,256
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,2,-,-,-,7.5,1,256
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,2,-,-,-,17.5,1,256
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,3,-,-,-,7,2,44
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,4,-,-,-,7,2,44
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,>2,-,-,-,0,2,75
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,>2,-,-,-,5,2,75
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,,12,12,12,25,4,36
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,,10,10,10,15,5,62
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,,208,208,208,5,5,69
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,,500,500,500,20,5,69
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,,67,67,67,3,5,96
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,5,,80,300,196,10,5,149
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,,97,97,97,10,5,162
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,,544,544,544,38,5,186
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,,244,244,244,100,5,219
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,,164,164,164,5,5,244
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,8,,50,1025,383,10,5,255
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,1,,2000,2000,2000,50,5,260
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,2,4,,92,325,196,15,5,272
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,3,1,>5,-,-,-,2.5,1,203
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,3,1,>5,-,-,-,7.5,1,203
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,3,1,>5,-,-,-,15,1,203
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,3,1,10,-,-,-,15,1,240
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,3,1,10,-,-,-,50,1,240
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,3,1,16,-,-,-,100,1,240
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,3,1,>5,-,-,-,12.5,1,256
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,3,1,>5,-,-,-,25,1,256
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,3,1,>5,-,-,-,7,2,44
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,3,1,>5,-,-,-,7.5,2,193
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,3,1,>5,-,-,-,2.5,2,203
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,3,1,>5,-,-,-,7.5,2,203
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,3,1,>5,-,-,-,15,2,203
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,3,1,>5,-,-,-,30,3,14
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,3,1,35,-,-,-,,3,124
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,3,1,>11,-,-,-,25,3,209
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,3,1,,354,354,354,30,4,12
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,3,2,,250,350,300,20,5,4
Capsella bursa-pastoris,(L.) Medikus,CRUCIFERAE,3,1,>20,39,39,39,20,5,40
